hr_event_id,region_id,required_technicians,availability_rate
32539,29804,6,0.73
32540,14982,14,0.46
32541,5060,5,0.97
32542,18750,3,0.75
32543,15821,19,0.95
32544,22040,14,0.19
32545,18326,19,0.37
32546,8625,11,0.5
32547,1952,9,0.94
32548,32664,9,0.91
32549,5216,15,0.18
32550,21570,18,0.83
32551,21782,6,0.58
32552,16855,7,0.65
32553,13947,7,0.09
32554,2233,3,0.05
32555,7986,11,0.91
32556,20616,18,0.06
32557,24568,14,0.32
32558,12712,5,0.99
32559,23591,2,0.31
32560,33073,11,0.91
32561,11863,11,0.84
32562,25926,15,0.43
32563,6767,8,0.29
32564,24822,19,0.24
32565,23180,9,0.54
32566,23811,8,0.76
32567,10886,11,0.62
32568,21439,11,0.93
32569,30576,5,0.17
32570,29813,7,0.38
32571,28904,10,0.48
32572,7298,6,0.12
32573,17238,14,0.37
32574,32117,3,0.78
32575,23706,19,0.29
32576,16259,8,0.52
32577,21541,14,0.8
32578,9955,13,0.73
32579,20916,15,0.19
32580,32060,3,0.46
32581,26037,17,0.86
32582,5233,13,0.87
32583,10475,10,0.48
32584,18949,2,0.27
32585,25007,9,0.71
32586,22730,1,0.07
32587,22710,11,0.69
32588,19013,6,0.95
32589,11422,9,0.01
32590,12421,10,0.09
32591,6688,16,0.92
32592,2657,12,1.0
32593,4794,10,0.33
32594,6065,14,0.5
32595,16967,19,0.19
32596,518,14,0.56
32597,10817,17,0.89
32598,24452,13,0.64
32599,4972,10,0.77
32600,5468,8,0.39
32601,7535,17,0.97
32602,8924,5,0.09
32603,11693,17,0.8
32604,2425,13,0.63
32605,26186,6,0.47
32606,12415,7,0.99
32607,13058,5,0.68
32608,34784,2,0.73
32609,14414,18,0.31
32610,24993,3,0.34
32611,24315,15,0.2
32612,10204,12,0.68
32613,2313,1,0.25
32614,4740,2,0.86
32615,6652,3,0.26
32616,34407,19,0.77
32617,1245,6,0.14
32618,34724,1,0.96
32619,10493,16,0.35
32620,7766,9,0.13
32621,22373,6,0.06
32622,26358,14,0.48
32623,12437,13,0.25
32624,28960,4,0.94
32625,17408,15,0.26
32626,19224,16,0.25
32627,32630,14,0.74
32628,22648,1,0.09
32629,32043,9,0.07
32630,17504,4,0.83
32631,31070,12,0.59
32632,21930,4,0.2
32633,16984,7,0.09
32634,5905,7,0.58
32635,32177,10,0.13
32636,31567,15,0.51
32637,34850,15,0.82
32638,12864,8,0.88
32639,8532,6,0.27
32640,31390,18,0.0
32641,6759,16,0.31
32642,11432,2,0.05
32643,31521,17,0.02
32644,28121,10,0.71
32645,824,17,0.6
32646,19184,17,0.77
32647,32794,19,0.31
32648,23104,11,0.33
32649,14050,14,0.21
32650,14333,19,0.33
32651,6013,10,0.91
32652,4258,13,0.71
32653,34630,6,0.38
32654,3305,4,0.47
32655,10943,10,0.47
32656,13338,10,0.55
32657,12568,12,0.53
32658,2954,14,0.29
32659,16755,7,0.68
32660,34316,8,0.96
32661,34324,6,0.2
32662,13977,8,0.15
32663,1772,10,0.27
32664,20186,3,0.86
32665,21190,1,0.57
32666,11757,11,0.77
32667,30277,12,0.81
32668,11066,13,0.34
32669,3953,16,0.37
32670,21910,18,0.39
32671,30647,6,0.61
32672,20105,8,0.73
32673,171,2,0.51
32674,5745,8,0.45
32675,9534,16,0.43
32676,27457,8,0.55
32677,26438,14,0.93
32678,23093,4,0.76
32679,34854,7,0.09
32680,16568,4,0.79
32681,20784,12,0.41
32682,34346,11,0.35
32683,29616,15,0.7
32684,27697,5,0.75
32685,9930,2,0.04
32686,10962,9,0.65
32687,2113,14,0.76
32688,22893,13,1.0
32689,16357,10,0.27
32690,28593,17,0.22
32691,2225,14,0.98
32692,19659,13,0.67
32693,31271,18,0.29
32694,21238,19,0.99
32695,19160,17,0.83
32696,32048,18,0.65
32697,27922,9,0.67
32698,25149,19,0.3
32699,9043,2,0.52
32700,6972,1,0.52
32701,14889,3,0.54
32702,9370,4,0.68
32703,30964,14,0.82
32704,32962,18,0.65
32705,8312,2,0.91
32706,5568,13,0.78
32707,793,3,0.29
32708,34930,16,0.16
32709,23745,3,0.56
32710,31878,12,0.67
32711,4679,2,0.09
32712,5838,19,0.28
32713,140,11,0.72
32714,33374,16,0.73
32715,5309,2,0.38
32716,8415,5,0.25
32717,18727,19,0.8
32718,31889,18,0.49
32719,9752,5,0.38
32720,2139,11,0.24
32721,26937,16,0.38
32722,30473,6,0.31
32723,14396,15,1.0
32724,793,5,0.36
32725,15298,5,0.16
32726,4733,10,0.64
32727,6185,14,0.22
32728,14402,14,0.89
32729,11816,17,0.49
32730,3044,4,0.95
32731,10254,7,0.47
32732,17715,9,0.39
32733,3985,15,0.43
32734,32929,14,0.9
32735,32341,11,0.46
32736,20033,18,0.05
32737,19506,11,0.72
32738,13471,8,0.05
32739,6341,10,0.82
32740,30132,15,0.74
32741,4261,13,0.96
32742,11768,3,0.84
32743,22247,6,0.43
32744,15810,11,0.26
32745,23404,14,0.13
32746,4404,17,0.48
32747,8637,19,0.14
32748,30840,5,0.73
32749,760,17,0.91
32750,30829,12,0.66
32751,6515,13,0.3
32752,22028,2,0.65
32753,6628,14,0.89
32754,28285,12,0.55
32755,16353,11,0.93
32756,24079,16,0.75
32757,25927,18,0.07
32758,22405,19,0.16
32759,32583,15,0.68
32760,12515,19,0.14
32761,34424,4,0.96
32762,11989,18,0.57
32763,9066,19,0.12
32764,13841,5,0.25
32765,15306,13,0.86
32766,8170,6,0.17
32767,24870,12,0.77
32768,1336,15,0.63
32769,26413,14,0.17
32770,11285,4,0.76
32771,34356,3,0.46
32772,2492,3,0.91
32773,19784,3,0.57
32774,31354,12,0.3
32775,29263,3,0.42
32776,21628,1,0.61
32777,32275,17,0.74
32778,33311,11,0.01
32779,2509,19,0.85
32780,10752,9,0.39
32781,28884,9,0.82
32782,29286,11,0.23
32783,4079,6,0.15
32784,26526,10,0.81
32785,23247,7,0.65
32786,16730,8,0.44
32787,4238,3,0.05
32788,14141,13,0.2
32789,22254,17,0.92
32790,17962,5,0.15
32791,28176,1,0.56
32792,26259,14,0.7
32793,3035,10,0.21
32794,24655,1,0.49
32795,14155,11,0.51
32796,28982,17,0.23
32797,28625,4,0.28
32798,1472,13,0.89
32799,20320,16,0.4
32800,20436,5,0.14
32801,34295,10,0.55
32802,33937,9,0.63
32803,26439,10,0.45
32804,20034,3,0.45
32805,34429,17,0.49
32806,27668,19,0.25
32807,9920,4,0.98
32808,10725,11,0.12
32809,24821,12,0.23
32810,22150,10,0.59
32811,14512,4,0.22
32812,34222,15,0.54
32813,4622,6,0.26
32814,15911,14,0.01
32815,17044,10,0.93
32816,19189,6,0.6
32817,19171,11,0.3
32818,6208,6,0.4
32819,6086,5,0.72
32820,16058,1,0.63
32821,586,18,0.18
32822,31325,18,0.03
32823,25155,10,0.47
32824,18010,4,0.4
32825,20636,6,0.24
32826,31927,9,0.62
32827,33611,13,0.65
32828,2256,4,0.66
32829,11134,5,0.03
32830,4439,5,0.36
32831,10380,4,0.84
32832,24729,11,0.17
32833,22757,4,0.35
32834,34125,14,0.12
32835,27344,3,0.25
32836,3407,3,0.39
32837,20091,13,0.5
32838,9270,16,0.53
32839,26726,7,0.5
32840,18916,3,0.94
32841,29791,12,0.24
32842,31679,13,0.56
32843,3762,3,0.44
32844,32477,16,0.83
32845,32941,17,0.06
32846,2055,16,0.31
32847,9596,13,0.96
32848,13905,16,0.56
32849,13782,4,0.11
32850,26279,15,0.81
32851,15380,2,0.69
32852,16747,10,0.47
32853,12373,16,0.75
32854,23053,4,0.37
32855,23854,18,0.78
32856,30752,6,0.37
32857,14737,8,0.18
32858,572,18,0.62
32859,28513,13,0.74
32860,21805,7,0.95
32861,31689,3,0.81
32862,2928,16,0.91
32863,3233,16,0.78
32864,22454,7,1.0
32865,18631,1,0.34
32866,23338,15,0.11
32867,30190,1,0.9
32868,26294,15,0.89
32869,13369,4,0.97
32870,34070,14,0.36
32871,19374,14,0.97
32872,21531,13,0.63
32873,13731,12,0.7
32874,4499,9,0.12
32875,6479,6,0.24
32876,29355,14,0.75
32877,12393,10,0.93
32878,1530,19,0.47
32879,6846,18,0.82
32880,17069,19,0.76
32881,9562,13,0.8
32882,11367,2,0.65
32883,7055,14,0.98
32884,15699,15,0.81
32885,17610,13,0.36
32886,18326,12,0.46
32887,9891,15,0.68
32888,9777,16,0.26
32889,18194,9,0.43
32890,16789,19,0.75
32891,12138,6,0.96
32892,6362,9,0.29
32893,23246,12,0.12
32894,4970,18,0.76
32895,14763,12,0.26
32896,18425,14,0.85
32897,28595,16,0.25
32898,4200,10,0.13
32899,19044,10,0.3
32900,15209,17,0.89
32901,34944,3,0.65
32902,4009,7,0.2
32903,28305,8,0.98
32904,15470,7,0.95
32905,32393,11,0.65
32906,6983,18,0.57
32907,34488,15,0.96
32908,11878,16,0.2
32909,19584,7,0.96
32910,31563,11,0.03
32911,14727,13,0.47
32912,11213,5,0.31
32913,29707,9,0.41
32914,18830,13,0.54
32915,34023,3,0.8
32916,30380,13,0.45
32917,699,10,0.27
32918,28890,5,0.36
32919,23839,2,0.49
32920,6963,10,0.12
32921,9389,3,0.97
32922,11139,17,0.14
32923,18046,1,0.65
32924,1452,13,0.1
32925,14513,7,0.27
32926,1641,7,0.41
32927,9075,3,0.29
32928,33497,9,0.82
32929,7513,9,0.05
32930,5744,10,0.74
32931,11294,2,0.14
32932,21619,5,0.05
32933,14273,1,0.55
32934,29705,10,0.59
32935,29379,2,0.75
32936,30798,17,0.34
32937,28720,1,0.74
32938,9690,2,0.3
32939,6293,7,0.53
32940,4323,10,0.92
32941,2031,3,0.67
32942,26892,1,0.85
32943,15010,3,0.06
32944,735,17,0.41
32945,21395,3,0.91
32946,19867,1,0.1
32947,4143,11,0.83
32948,21419,16,0.88
32949,31018,10,0.72
32950,11991,17,0.32
32951,5927,10,0.1
32952,14088,14,0.9
32953,110,11,0.2
32954,32899,14,0.13
32955,3003,12,0.64
32956,6691,5,0.1
32957,11055,5,0.7
32958,17111,15,0.17
32959,1821,6,0.45
32960,32826,13,0.87
32961,9274,9,0.94
32962,22522,15,0.87
32963,20696,5,0.88
32964,11778,13,0.61
32965,31521,19,0.57
32966,20028,15,0.14
32967,1647,14,0.71
32968,33962,15,0.9
32969,5496,9,0.52
32970,11693,11,0.42
32971,14498,9,0.87
32972,33614,18,0.94
32973,2020,7,0.37
32974,32170,16,0.84
32975,12648,10,0.79
32976,33467,11,0.51
32977,25107,3,0.75
32978,384,16,0.39
32979,18207,3,0.91
32980,4484,10,0.16
32981,5294,12,0.84
32982,31391,7,0.1
32983,25124,7,0.9
32984,18996,12,1.0
32985,22826,8,0.88
32986,9519,19,0.5
32987,20426,10,0.48
32988,26970,14,0.98
32989,28483,16,0.7
32990,28406,12,0.76
32991,33598,14,0.67
32992,24732,13,0.37
32993,3765,10,0.63
32994,15044,5,0.73
32995,28419,13,0.98
32996,15671,11,0.39
32997,15943,10,0.89
32998,25260,3,0.8
32999,14667,5,0.09
33000,32256,12,0.8
33001,30527,13,0.94
33002,7031,15,0.68
33003,19471,6,0.31
33004,1869,14,0.1
33005,9541,16,0.58
33006,9029,1,0.08
33007,2643,10,0.7
33008,20766,3,0.5
33009,28942,11,0.89
33010,23228,13,0.76
33011,32781,18,0.69
33012,9187,9,0.23
33013,2540,6,0.4
33014,5110,10,0.42
33015,5788,11,0.69
33016,1920,15,0.36
33017,14443,7,0.98
33018,11247,5,0.07
33019,12005,15,0.77
33020,17164,14,0.71
33021,25499,12,0.91
33022,5975,8,0.84
33023,15248,16,0.68
33024,22187,6,0.15
33025,2657,16,0.88
33026,6362,14,0.15
33027,16777,7,0.23
33028,2344,4,0.3
33029,23622,10,0.6
33030,19912,19,0.81
33031,33060,10,0.45
33032,5872,18,0.89
33033,6562,11,0.45
33034,17300,1,0.7
33035,28501,1,0.34
33036,26251,11,0.59
33037,12206,7,0.62
33038,24483,11,0.88
33039,31957,4,0.49
33040,2058,8,0.79
33041,27144,9,0.09
33042,21481,8,0.84
33043,21506,12,0.94
33044,3949,3,0.4
33045,36,17,0.37
33046,961,12,0.06
33047,29568,15,0.62
33048,683,10,0.96
33049,31803,14,0.66
33050,25616,15,0.84
33051,711,10,0.51
33052,121,14,0.26
33053,29707,3,0.64
33054,26062,16,0.6
33055,3109,16,0.25
33056,2486,6,0.51
33057,6999,7,0.7
33058,1464,5,0.34
33059,10208,2,0.32
33060,31809,4,0.47
33061,24047,11,0.34
33062,7393,10,0.78
33063,25323,16,0.72
33064,9591,5,0.18
33065,34654,7,0.8
33066,3713,12,0.12
33067,2330,11,0.57
33068,10844,5,0.08
33069,27578,6,0.88
33070,13582,6,1.0
33071,24034,8,0.71
33072,33419,16,0.82
33073,32776,4,0.33
33074,1778,3,0.94
33075,32490,14,0.14
33076,29986,17,0.61
33077,162,9,0.75
33078,7478,7,0.88
33079,17579,9,0.43
33080,25128,17,0.78
33081,5361,3,0.72
33082,1864,5,0.98
33083,27676,19,0.49
33084,5752,15,0.25
33085,9040,15,0.06
33086,12317,11,0.83
33087,12135,14,0.94
33088,20615,14,0.56
33089,33162,5,0.63
33090,23355,18,0.17
33091,3753,9,0.5
33092,4289,4,0.98
33093,29510,15,0.42
33094,17254,1,0.32
33095,16150,9,0.31
33096,9931,10,0.12
33097,31314,5,0.51
33098,16437,1,0.16
33099,28229,14,0.34
33100,7316,17,0.1
33101,6660,5,0.05
33102,27690,7,0.72
33103,28010,10,0.27
33104,4811,9,0.65
33105,14236,16,0.91
33106,11673,1,0.83
33107,29101,4,0.75
33108,32169,11,0.47
33109,4377,10,0.18
33110,5998,7,0.85
33111,32330,8,0.34
33112,30613,7,0.96
33113,21807,10,0.39
33114,23578,6,0.76
33115,22299,14,0.35
33116,10168,12,0.48
33117,15961,8,0.69
33118,2893,10,0.76
33119,14917,14,0.66
33120,29098,11,0.57
33121,20596,6,0.6
33122,22967,5,0.59
33123,5857,19,0.08
33124,14351,3,0.6
33125,27109,11,0.25
33126,32961,15,0.57
33127,6605,19,0.53
33128,8755,14,0.76
33129,23528,18,0.62
33130,10089,4,0.66
33131,17795,7,0.49
33132,7112,13,0.25
33133,13808,8,0.26
33134,28431,14,0.28
33135,17922,15,0.15
33136,2335,19,0.22
33137,7954,16,0.2
33138,14838,1,0.22
33139,15978,18,0.54
33140,20400,6,0.97
33141,29740,5,0.49
33142,6180,10,0.67
33143,30041,19,0.8
33144,21996,16,0.04
33145,16490,14,0.83
33146,2936,17,0.15
33147,7369,8,0.57
33148,16549,16,0.53
33149,7358,18,0.25
33150,10032,13,0.23
33151,13285,11,0.3
33152,26669,18,0.1
33153,524,4,0.13
33154,19733,9,0.9
33155,17913,17,0.81
33156,19780,13,0.51
33157,26744,5,0.49
33158,4507,9,0.83
33159,16092,9,0.32
33160,16626,1,0.23
33161,11716,8,0.08
33162,24184,7,0.81
33163,29050,3,0.58
33164,13793,13,0.57
33165,19636,4,0.76
33166,8378,1,0.32
33167,1653,19,0.74
33168,14248,16,0.87
33169,22999,2,0.59
33170,6223,3,0.69
33171,4447,17,0.39
33172,29688,11,0.55
33173,28750,2,0.78
33174,746,16,0.85
33175,6193,15,0.33
33176,23758,11,0.97
33177,6752,13,0.66
33178,21784,2,0.98
33179,3789,4,0.87
33180,3869,10,0.68
33181,9814,11,0.6
33182,16560,17,0.22
33183,25381,7,0.4
33184,22709,19,0.19
33185,18317,8,0.71
33186,10732,5,0.0
33187,5714,2,0.96
33188,31288,15,0.56
33189,19587,9,0.25
33190,23975,16,0.42
33191,34935,17,0.16
33192,20690,14,0.13
33193,31794,5,0.0
33194,9174,7,0.31
33195,26278,8,0.14
33196,33890,11,0.98
33197,28018,4,0.15
33198,5482,8,0.13
33199,8140,19,0.43
33200,2661,8,0.22
33201,15263,18,0.24
33202,19256,14,0.8
33203,15221,19,0.13
33204,4141,4,0.13
33205,34136,4,0.3
33206,22512,2,0.75
33207,10582,16,0.76
33208,1704,18,0.21
33209,32636,4,0.25
33210,23257,11,0.79
33211,13290,10,0.64
33212,9357,2,0.21
33213,13794,9,0.19
33214,6956,5,0.25
33215,8849,14,0.93
33216,8302,8,0.69
33217,22203,3,0.31
33218,5052,9,0.58
33219,33813,2,0.19
33220,2328,18,0.12
33221,1341,7,0.9
33222,23881,5,0.22
33223,16806,7,0.61
33224,4921,3,0.15
33225,24198,13,0.93
33226,2378,13,0.76
33227,4174,12,0.75
33228,5876,2,0.47
33229,14915,5,0.84
33230,14597,5,0.67
33231,7589,16,0.88
33232,31803,16,0.1
33233,3504,19,0.53
33234,7632,12,0.65
33235,31298,6,0.95
33236,23667,9,0.99
33237,21088,15,0.36
33238,23328,14,0.81
33239,32092,1,1.0
33240,31698,13,0.58
33241,477,18,0.9
33242,31121,16,0.46
33243,20064,14,0.81
33244,13538,6,0.23
33245,11607,3,0.81
33246,26517,16,0.15
33247,32734,6,0.7
33248,33999,4,0.05
33249,968,11,0.18
33250,34370,7,0.83
33251,21813,1,0.97
33252,31969,8,0.68
33253,28111,12,0.4
33254,21846,4,0.4
33255,32831,7,0.64
33256,25850,2,0.41
33257,11695,17,0.71
33258,10971,16,0.12
33259,25282,7,0.66
33260,21435,15,0.8
33261,26974,6,0.76
33262,27172,8,0.47
33263,33306,19,0.08
33264,14293,16,0.17
33265,9182,6,0.37
33266,24539,1,0.16
33267,14871,4,0.17
33268,3739,10,0.66
33269,20551,2,0.24
33270,34659,17,0.44
33271,18566,17,0.04
33272,7357,16,0.51
33273,8459,4,0.58
33274,7874,13,0.65
33275,16686,5,0.31
33276,17233,9,0.45
33277,19883,3,0.23
33278,7225,9,0.84
33279,6199,1,0.22
33280,10608,17,0.73
33281,6667,7,0.05
33282,2521,19,0.86
33283,12364,1,0.65
33284,754,10,0.75
33285,26297,19,0.26
33286,9419,15,0.7
33287,10341,10,0.62
33288,31934,18,0.64
33289,32699,2,1.0
33290,8700,11,0.78
33291,10404,17,0.81
33292,27582,6,0.27
33293,28925,11,0.6
33294,21547,12,0.76
33295,12469,19,0.96
33296,2403,2,0.04
33297,20771,4,0.91
33298,32862,9,0.38
33299,1118,4,0.02
33300,10040,3,0.51
33301,19850,18,0.59
33302,32721,16,0.22
33303,10268,15,0.83
33304,19722,3,0.33
33305,14635,17,0.8
33306,8115,18,0.41
33307,17435,11,0.76
33308,31262,1,0.45
33309,25934,7,0.01
33310,22767,1,0.18
33311,318,10,0.44
33312,28751,19,0.24
33313,8224,12,0.74
33314,1541,3,0.23
33315,2610,3,1.0
33316,9802,2,0.03
33317,8880,11,0.33
33318,24588,2,0.87
33319,226,16,0.61
33320,15760,19,0.79
33321,20209,9,0.71
33322,34040,19,0.37
33323,7665,14,0.79
33324,21160,8,0.69
33325,26950,14,0.53
33326,30790,15,0.52
33327,31581,7,0.59
33328,31061,9,0.05
33329,26304,11,0.97
33330,34361,19,0.96
33331,6124,6,0.48
33332,4941,10,0.43
33333,19046,3,0.15
33334,29845,12,0.52
33335,10530,2,0.59
33336,15725,15,0.14
33337,23899,13,0.03
33338,2023,1,0.69
33339,30221,11,0.93
33340,24837,11,0.46
33341,21309,10,0.78
33342,33589,5,0.22
33343,2597,18,0.45
33344,10831,17,0.54
33345,20660,16,0.28
33346,20712,10,0.02
33347,31485,11,0.94
33348,28317,13,0.55
33349,34650,6,0.72
33350,4693,14,0.86
33351,34761,6,0.71
33352,31170,18,0.15
33353,20150,15,0.97
33354,1537,15,0.36
33355,2314,12,0.09
33356,15145,11,0.69
33357,27536,9,0.14
33358,19103,7,0.54
33359,22842,11,0.46
33360,16650,18,0.41
33361,32732,18,0.03
33362,27771,2,0.44
33363,31219,19,0.14
33364,33837,2,0.84
33365,10312,2,0.4
33366,8551,15,0.86
33367,16741,15,0.85
33368,4362,10,0.78
33369,4931,14,0.72
33370,21589,9,0.75
33371,20059,4,0.11
33372,18382,6,0.6
33373,13639,19,0.42
33374,20935,16,0.26
33375,15851,10,0.25
33376,32744,9,0.82
33377,1244,5,0.22
33378,19219,8,0.37
33379,25793,13,0.56
33380,9356,3,0.56
33381,31413,12,0.42
33382,21718,5,0.84
33383,12352,14,0.57
33384,7044,14,0.68
33385,15913,19,0.7
33386,9341,17,0.55
33387,22589,14,0.63
33388,25500,2,0.11
33389,6195,7,0.23
33390,6614,11,0.93
33391,8867,15,0.66
33392,10291,15,0.48
33393,34804,15,0.23
33394,1427,2,0.48
33395,22375,17,0.38
33396,15120,2,0.47
33397,26238,16,0.66
33398,23685,13,0.37
33399,24819,9,0.6
33400,30597,15,0.78
33401,24215,5,0.41
33402,14559,2,0.88
33403,5684,14,0.39
33404,16903,3,0.34
33405,1934,3,0.72
33406,27428,3,0.22
33407,5646,12,0.54
33408,24089,2,0.76
33409,26379,12,0.17
33410,25130,7,0.44
33411,34079,5,0.66
33412,30407,16,0.24
33413,2312,14,0.1
33414,32315,1,0.02
33415,22948,1,0.11
33416,1578,19,0.72
33417,14877,18,0.36
33418,2596,18,0.18
33419,7542,19,0.17
33420,8350,18,0.25
33421,7595,16,0.92
33422,4637,11,0.81
33423,16469,16,0.07
33424,23687,5,0.47
33425,12227,19,0.51
33426,28302,18,0.5
33427,27219,2,0.79
33428,32232,7,0.44
33429,26499,7,0.39
33430,30209,9,0.33
33431,29942,9,0.71
33432,32615,8,0.73
33433,33394,3,0.08
33434,29360,13,0.57
33435,20244,4,0.82
33436,2818,12,0.25
33437,3509,19,0.23
33438,11746,16,0.86
33439,15660,13,0.71
33440,31880,15,0.34
33441,16651,3,0.83
33442,13580,14,0.13
33443,735,6,0.2
33444,20662,8,0.06
33445,21553,13,0.77
33446,12653,19,0.17
33447,27947,1,0.76
33448,27883,5,0.47
33449,6718,18,0.3
33450,22140,13,0.09
33451,9212,4,0.24
33452,19851,15,0.79
33453,28525,10,0.69
33454,31164,11,0.23
33455,17983,15,0.7
33456,599,12,0.29
33457,26639,4,0.92
33458,13597,4,0.81
33459,5327,4,0.02
33460,24380,12,0.96
33461,4997,7,0.22
33462,5450,17,0.75
33463,4754,10,0.42
33464,31751,10,0.31
33465,28991,10,0.84
33466,1465,6,0.06
33467,25062,6,0.24
33468,8053,15,0.39
33469,9932,16,0.67
33470,31819,4,0.9
33471,2873,9,0.5
33472,9660,4,0.18
33473,1475,10,0.39
33474,7116,19,0.58
33475,2265,7,0.96
33476,8107,12,0.16
33477,20255,19,0.41
33478,24599,10,0.78
33479,25513,9,0.64
33480,28951,4,0.92
33481,29031,7,0.8
33482,5476,17,0.21
33483,4563,7,0.2
33484,25587,18,0.76
33485,759,7,0.6
33486,24174,9,0.32
33487,5298,7,0.28
33488,24474,14,0.16
33489,7647,16,0.01
33490,20113,16,0.74
33491,32981,4,0.74
33492,27331,16,0.55
33493,4381,2,0.69
33494,12683,5,0.1
33495,15077,11,0.42
33496,34602,16,0.63
33497,10424,6,1.0
33498,18363,5,0.58
33499,7784,7,0.22
33500,19280,9,0.77
33501,11381,7,0.89
33502,25876,8,0.59
33503,30170,9,0.78
33504,29172,9,0.95
33505,22468,15,0.36
33506,23301,1,0.4
33507,6556,14,0.58
33508,28689,6,0.84
33509,26416,17,0.34
33510,5001,10,0.74
33511,12346,9,0.61
33512,28230,18,0.03
33513,33183,2,0.89
33514,5555,10,0.27
33515,19767,19,0.82
33516,3692,5,0.44
33517,32952,16,0.2
33518,6404,5,0.55
33519,33360,2,0.58
33520,3124,14,0.43
33521,20538,2,0.33
33522,15947,6,0.05
33523,4542,8,0.18
33524,30673,13,0.12
33525,25127,4,0.53
33526,255,5,0.68
33527,13122,14,0.9
33528,20859,5,0.12
33529,30360,9,0.98
33530,24754,11,0.87
33531,4897,11,0.37
33532,5710,13,0.67
33533,8023,4,0.97
33534,4242,18,0.55
33535,32400,11,0.6
33536,1631,10,0.49
33537,2497,12,0.97
33538,17918,3,0.14
33539,18689,3,0.43
33540,21014,11,0.35
33541,20587,2,0.4
33542,2978,18,0.37
33543,25687,10,0.72
33544,20780,11,0.82
33545,18423,16,0.65
33546,15001,10,0.56
33547,34981,8,0.12
33548,11421,18,0.57
33549,26015,19,0.9
33550,15515,14,0.51
33551,34029,13,0.61
33552,21799,19,0.07
33553,15438,15,0.9
33554,6005,3,0.06
33555,22627,9,0.7
33556,2986,13,0.35
33557,33007,1,0.48
33558,10328,7,0.04
33559,8326,16,0.79
33560,621,14,0.39
33561,19963,4,0.32
33562,3780,1,0.04
33563,33713,11,0.48
33564,22846,3,0.5
33565,15882,1,0.85
33566,3922,16,0.34
33567,3050,1,0.97
33568,696,8,0.45
33569,24893,18,0.88
33570,34963,13,0.25
33571,20085,1,0.43
33572,25615,16,0.19
33573,561,1,0.92
33574,9520,1,0.8
33575,27189,11,0.57
33576,33223,16,0.23
33577,29473,19,0.76
33578,34459,14,0.63
33579,33806,19,0.28
33580,9426,17,0.23
33581,25372,2,0.52
33582,18658,1,0.23
33583,26074,16,0.73
33584,15923,9,0.13
33585,4564,4,0.74
33586,8277,4,0.64
33587,28605,7,0.48
33588,8212,10,0.25
33589,22452,5,0.37
33590,20133,5,0.68
33591,6669,10,0.58
33592,29307,13,0.96
33593,211,8,0.12
33594,22781,19,0.96
33595,28580,12,0.29
33596,11256,16,0.52
33597,34642,9,0.82
33598,9319,8,0.13
33599,29670,12,0.05
33600,4580,10,0.79
33601,12916,10,0.89
33602,8804,4,0.93
33603,20864,5,0.48
33604,8793,7,0.52
33605,14159,12,0.78
33606,18424,5,0.04
33607,25578,6,0.67
33608,16896,14,0.96
33609,26159,2,0.77
33610,32373,16,0.43
33611,34433,17,0.37
33612,2556,1,0.84
33613,31096,9,0.57
33614,21433,11,0.35
33615,4791,9,0.8
33616,26232,3,0.0
33617,20133,10,0.57
33618,8175,15,0.58
33619,25646,8,0.95
33620,651,6,0.25
33621,12746,19,0.73
33622,24925,7,0.79
33623,28855,1,0.29
33624,17860,5,0.08
33625,13717,12,0.56
33626,156,1,0.51
33627,21616,4,0.15
33628,8553,7,0.11
33629,16739,9,0.65
33630,31691,3,0.7
33631,40,9,0.96
33632,25198,17,0.2
33633,16169,14,0.07
33634,7024,6,0.23
33635,25125,18,0.68
33636,32791,16,0.07
33637,18483,16,0.15
33638,20440,11,0.44
33639,5538,8,0.86
33640,15834,19,0.96
33641,14833,2,0.88
33642,5687,9,0.73
33643,24489,16,0.4
33644,31740,8,0.55
33645,24672,1,0.11
33646,30757,18,0.6
33647,29187,15,0.64
33648,1669,17,0.67
33649,581,10,0.06
33650,2876,15,0.82
33651,26922,3,0.58
33652,22439,10,0.75
33653,31675,15,0.03
33654,34914,12,0.17
33655,9999,1,0.03
33656,12213,15,0.06
33657,21672,4,0.55
33658,21166,5,0.86
33659,7849,10,0.78
33660,15092,14,0.47
33661,4068,4,0.77
33662,21708,6,0.73
33663,29320,5,0.59
33664,20637,5,0.88
33665,1626,11,0.65
33666,31168,5,0.11
33667,28956,8,0.55
33668,22770,18,0.84
33669,18406,5,0.32
33670,26937,11,0.77
33671,20812,9,0.28
33672,27745,10,0.39
33673,27740,9,0.95
33674,21001,1,0.86
33675,9403,10,0.56
33676,18204,3,0.18
33677,31324,6,0.42
33678,28395,6,0.26
33679,14897,18,0.76
33680,8813,16,0.12
33681,19761,16,0.74
33682,26426,17,0.82
33683,18341,5,0.54
33684,20453,18,0.96
33685,21921,8,0.42
33686,18803,18,0.64
33687,5647,17,0.66
33688,25541,13,0.03
33689,2499,12,0.91
33690,5940,14,0.41
33691,1168,9,0.86
33692,4427,8,0.38
33693,34883,4,0.66
33694,14332,15,0.89
33695,16115,17,0.54
33696,20608,17,0.98
33697,6152,13,0.61
33698,22738,14,0.98
33699,29805,19,0.74
33700,17413,10,0.55
33701,10954,4,0.37
33702,30860,10,0.13
33703,21172,3,0.27
33704,19442,17,0.67
33705,12065,15,0.09
