inventory_event_id,part_id,stock_level,reorder_probability
26490,9353,6,0.09
26491,33357,68,0.83
26492,171,379,0.67
26493,11438,267,0.9
26494,783,175,0.56
26495,3402,216,0.7
26496,3234,102,0.92
26497,26162,324,0.02
26498,11758,157,0.16
26499,19736,493,0.66
26500,14842,441,0.05
26501,32047,470,0.97
26502,4429,73,0.0
26503,13371,24,0.13
26504,29939,142,0.46
26505,31458,478,0.13
26506,6628,68,0.51
26507,34872,172,0.51
26508,16531,70,0.45
26509,27345,382,0.76
26510,13405,475,0.35
26511,10646,271,0.86
26512,3297,422,0.12
26513,4342,8,0.61
26514,19241,336,0.64
26515,24965,45,0.68
26516,13889,80,0.7
26517,7414,477,0.93
26518,25978,409,0.62
26519,21637,210,0.81
26520,7640,135,0.09
26521,22568,166,0.13
26522,22118,365,0.48
26523,24670,418,0.37
26524,8960,370,0.49
26525,31515,194,0.14
26526,7621,287,0.74
26527,18838,381,0.41
26528,23471,83,0.23
26529,14330,90,0.2
26530,25957,205,0.55
26531,27065,437,0.45
26532,13158,403,0.64
26533,32626,487,0.91
26534,29259,288,0.59
26535,5116,463,0.59
26536,5764,137,0.22
26537,18229,22,0.24
26538,13751,174,0.55
26539,30048,175,0.38
26540,17447,223,0.24
26541,34076,213,0.58
26542,11024,372,0.02
26543,2620,146,0.19
26544,25614,353,0.39
26545,19446,415,0.85
26546,27878,207,0.78
26547,20720,418,0.91
26548,9206,218,0.39
26549,14840,398,0.12
26550,9328,369,0.41
26551,22297,305,0.72
26552,17890,337,0.97
26553,34117,154,0.13
26554,10426,42,0.65
26555,34319,202,0.22
26556,34016,170,0.57
26557,34770,394,0.15
26558,7787,6,0.88
26559,5259,396,0.88
26560,8560,161,0.69
26561,21553,246,0.23
26562,31116,151,0.92
26563,6020,285,0.74
26564,25861,279,0.9
26565,30776,253,0.43
26566,4339,76,0.43
26567,32913,78,0.99
26568,3123,202,0.01
26569,5116,9,0.98
26570,13255,453,0.45
26571,30701,266,0.77
26572,4870,165,0.41
26573,3715,19,0.32
26574,8006,468,0.38
26575,12369,448,0.57
26576,11238,13,0.61
26577,15956,235,0.24
26578,22942,453,0.89
26579,12914,43,0.52
26580,6480,416,0.39
26581,30549,100,0.31
26582,7378,237,0.66
26583,5814,3,0.09
26584,10694,82,0.27
26585,31671,14,0.89
26586,11302,120,0.67
26587,15108,121,0.47
26588,1797,357,0.69
26589,5220,120,0.45
26590,7175,97,0.3
26591,28086,322,0.74
26592,19338,287,0.34
26593,20859,392,0.09
26594,8077,58,0.59
26595,20740,437,0.21
26596,21167,175,0.99
26597,15886,446,0.76
26598,25744,74,0.97
26599,29279,223,0.09
26600,8178,361,0.96
26601,10409,376,0.21
26602,22106,498,0.88
26603,10175,271,0.65
26604,11511,410,0.45
26605,26544,98,0.47
26606,34546,310,0.83
26607,20624,311,0.8
26608,9732,43,0.98
26609,12447,390,0.84
26610,13602,203,0.8
26611,28269,355,0.96
26612,29187,442,0.5
26613,1400,311,0.71
26614,17981,462,0.08
26615,14624,389,0.18
26616,33082,494,0.09
26617,12535,191,0.1
26618,11305,10,0.05
26619,648,256,0.22
26620,9940,5,0.81
26621,15014,186,0.09
26622,11537,262,0.77
26623,11803,98,1.0
26624,31107,113,0.65
26625,4031,276,0.56
26626,26147,159,0.41
26627,16014,421,0.84
26628,30790,453,0.33
26629,15276,483,0.55
26630,21821,125,0.6
26631,31288,362,0.03
26632,33934,320,0.98
26633,13566,478,0.44
26634,10004,39,0.12
26635,9958,63,0.93
26636,2348,191,0.16
26637,22383,269,0.25
26638,20915,282,0.99
26639,22372,65,0.08
26640,16267,6,0.49
26641,5747,338,0.75
26642,12744,345,0.71
26643,23213,67,0.13
26644,12877,413,0.64
26645,33999,109,0.47
26646,1803,472,0.28
26647,30115,222,0.6
26648,27532,440,0.3
26649,17789,271,0.09
26650,26004,433,0.66
26651,7918,66,0.97
26652,16846,129,0.26
26653,7763,45,0.23
26654,31126,296,0.85
26655,12842,49,0.56
26656,27895,311,0.63
26657,10766,277,0.39
26658,24203,376,0.24
26659,27829,69,0.89
26660,8963,78,0.33
26661,11692,164,0.89
26662,23608,51,0.47
26663,34637,434,0.73
26664,31034,322,0.93
26665,19437,451,0.62
26666,16325,311,0.52
26667,9588,390,0.4
26668,6351,459,0.7
26669,2834,109,0.26
26670,15949,497,0.86
26671,14210,81,0.66
26672,27141,105,0.44
26673,4074,94,0.8
26674,9369,166,0.99
26675,33238,257,0.71
26676,32130,116,0.89
26677,32291,224,0.13
26678,23106,339,0.84
26679,21944,93,0.28
26680,4003,494,0.04
26681,9733,451,0.79
26682,23350,398,0.69
26683,25951,476,0.38
26684,22242,389,0.17
26685,6474,258,0.57
26686,18836,225,0.4
26687,17994,290,0.61
26688,34511,30,0.45
26689,11422,77,0.85
26690,34143,334,0.84
26691,27221,42,0.25
26692,18058,61,0.27
26693,13124,333,0.77
26694,12077,225,0.97
26695,14046,331,0.99
26696,22077,433,0.53
26697,34188,405,0.69
26698,31494,94,0.3
26699,6833,289,0.67
26700,4179,335,0.61
26701,6920,178,0.76
26702,30791,495,0.25
26703,12978,257,0.15
26704,13299,475,0.68
26705,1834,385,0.78
26706,11182,144,0.4
26707,2336,149,0.32
26708,7043,232,0.18
26709,34284,83,0.22
26710,13150,188,0.02
26711,34008,71,0.56
26712,19485,122,0.12
26713,34251,154,0.9
26714,23731,43,0.28
26715,5802,480,0.53
26716,20537,374,0.25
26717,23462,310,0.24
26718,5813,345,0.31
26719,29689,40,0.07
26720,7669,260,0.1
26721,33219,470,0.27
26722,29423,329,0.6
26723,13529,494,0.64
26724,30162,99,0.49
26725,30987,72,0.91
26726,10231,138,0.84
26727,20374,352,0.65
26728,3642,220,0.94
26729,33046,65,0.86
26730,26490,273,0.96
26731,2101,338,0.14
26732,19132,9,0.32
26733,1725,433,0.26
26734,407,469,0.94
26735,12924,427,0.29
26736,24068,184,0.87
26737,18841,20,0.38
26738,21508,58,0.73
26739,25822,464,0.27
26740,3382,324,0.95
26741,10026,281,0.17
26742,31799,386,0.99
26743,923,109,0.24
26744,12619,425,0.72
26745,20972,171,0.95
26746,1310,194,0.06
26747,6934,411,0.52
26748,1219,257,0.18
26749,6150,325,0.6
26750,2467,117,0.68
26751,16980,206,0.97
26752,3928,89,0.28
26753,28044,381,0.95
26754,21906,481,0.59
26755,30160,172,0.11
26756,22248,291,0.04
26757,18545,159,0.21
26758,22189,301,0.45
26759,3152,182,0.68
26760,17812,47,0.21
26761,23062,484,0.86
26762,21754,191,0.66
26763,16984,286,0.9
26764,13151,125,0.28
26765,15817,124,0.51
26766,25179,126,0.72
26767,33795,181,0.37
26768,31463,92,0.23
26769,1930,191,0.46
26770,19755,49,0.38
26771,7955,468,0.09
26772,9850,127,0.07
26773,16584,370,0.02
26774,16313,330,0.25
26775,32145,168,0.8
26776,23015,457,0.83
26777,30003,229,0.92
26778,25286,345,0.74
26779,16220,333,0.04
26780,17273,109,0.56
26781,4294,478,0.87
26782,9645,206,0.21
26783,33883,275,0.33
26784,22190,341,0.93
26785,26721,197,0.05
26786,348,370,0.38
26787,351,294,0.07
26788,23790,362,0.41
26789,33174,142,0.71
26790,7025,28,0.8
26791,34976,173,0.32
26792,31787,56,0.22
26793,6963,343,0.76
26794,11524,247,0.51
26795,13144,325,0.07
26796,28713,391,0.83
26797,5118,383,0.89
26798,23711,189,0.92
26799,11836,216,0.93
26800,23615,199,0.2
26801,27743,286,0.46
26802,30092,364,0.51
26803,10646,262,0.69
26804,27471,43,0.82
26805,14565,215,0.07
26806,2963,254,0.69
26807,22427,389,0.01
26808,21128,443,0.88
26809,34883,48,0.81
26810,3510,220,0.84
26811,9872,451,0.16
26812,27826,41,0.34
26813,16562,226,0.67
26814,9850,3,0.67
26815,17066,307,0.28
26816,11240,210,0.65
26817,12408,228,0.49
26818,2949,366,0.98
26819,6376,92,0.49
26820,11215,177,0.46
26821,13857,154,0.7
26822,22788,498,0.54
26823,8994,255,0.43
26824,23468,310,0.47
26825,13509,332,0.43
26826,26353,152,0.87
26827,19934,227,0.36
26828,24696,266,0.87
26829,28194,448,0.37
26830,61,426,0.38
26831,11041,330,0.57
26832,12627,152,0.51
26833,16529,126,0.87
26834,17003,14,0.79
26835,10126,0,0.31
26836,1737,301,0.9
26837,11884,316,0.65
26838,22358,323,0.14
26839,11326,284,0.93
26840,16240,332,0.11
26841,16695,105,0.11
26842,4686,205,0.94
26843,31383,331,0.01
26844,29608,327,0.71
26845,16861,114,0.11
26846,5942,309,0.61
26847,11830,293,0.71
26848,5855,61,0.73
26849,13289,24,0.52
26850,21799,172,0.6
26851,17481,264,0.91
26852,32083,121,0.06
26853,30731,288,0.3
26854,15608,490,0.62
26855,12437,231,0.24
26856,34247,25,0.81
26857,1950,446,0.95
26858,22364,258,0.23
26859,33348,74,0.57
26860,29082,144,0.65
26861,2739,106,0.53
26862,7043,158,0.73
26863,489,386,0.94
26864,30480,225,0.82
26865,31222,146,0.94
26866,2498,31,0.87
26867,32032,338,0.64
26868,4667,288,0.73
26869,638,83,0.05
26870,29721,390,0.26
26871,17661,167,0.22
26872,12802,275,0.98
26873,20746,226,0.83
26874,32249,42,0.56
26875,412,115,0.68
26876,6251,444,0.01
26877,1425,334,0.26
26878,7340,270,0.18
26879,32767,63,0.65
26880,19205,209,0.42
26881,23211,239,0.44
26882,6542,407,0.47
26883,8340,175,0.49
26884,29754,292,0.31
26885,13851,156,0.78
26886,27492,190,0.1
26887,10052,392,0.18
26888,32118,46,0.87
26889,5842,257,0.71
26890,18752,459,0.9
26891,15733,404,0.42
26892,19972,472,0.87
26893,9083,232,0.37
26894,20639,220,0.11
26895,8417,127,0.82
26896,12487,151,0.5
26897,27471,81,0.78
26898,17771,89,0.01
26899,11041,13,0.78
26900,27647,370,0.28
26901,31412,177,0.94
26902,21097,62,0.52
26903,20454,343,0.5
26904,5504,185,0.41
26905,27171,236,0.36
26906,4763,116,0.89
26907,17841,275,0.17
26908,15832,364,0.04
26909,8558,54,0.8
26910,25802,72,0.64
26911,16327,109,0.22
26912,12243,429,0.62
26913,26705,146,0.83
26914,29369,255,0.56
26915,31860,484,0.96
26916,15654,242,0.82
26917,24963,482,1.0
26918,20437,211,0.38
26919,29244,8,0.55
26920,6800,224,0.69
26921,19869,360,0.61
26922,32163,147,0.02
26923,3971,389,0.75
26924,18535,348,0.47
26925,5226,229,0.29
26926,34938,388,0.58
26927,13366,375,0.34
26928,17825,234,0.81
26929,32842,171,0.08
26930,30712,62,0.89
26931,3924,87,0.67
26932,13519,46,0.81
26933,6800,258,0.26
26934,33304,137,0.48
26935,2496,101,0.37
26936,22926,111,0.6
26937,9839,42,0.81
26938,154,288,0.88
26939,26452,279,0.68
26940,22834,498,0.13
26941,12168,358,0.03
26942,13230,197,0.66
26943,27640,73,0.15
26944,6397,323,0.09
26945,20697,99,0.59
26946,31526,210,0.83
26947,22768,243,0.57
26948,34523,203,0.37
26949,25313,426,0.94
26950,18787,432,0.73
26951,21490,66,0.46
26952,31347,303,0.85
26953,23608,398,0.81
26954,13584,50,0.82
26955,25437,386,0.83
26956,19684,233,0.81
26957,2760,204,0.48
26958,2294,462,0.08
26959,18991,376,0.67
26960,3384,396,0.59
26961,6025,372,0.32
26962,19464,200,0.91
26963,30328,131,0.45
26964,29301,410,0.43
26965,5605,361,0.0
26966,18505,233,0.69
26967,22566,354,0.74
26968,9611,238,0.97
26969,12491,24,0.29
26970,30276,402,0.69
26971,33502,73,0.5
26972,14561,98,0.62
26973,17484,137,0.24
26974,16101,495,0.86
26975,502,425,0.53
26976,34878,16,0.89
26977,6120,213,0.75
26978,7593,0,0.34
26979,23060,78,0.5
26980,30849,328,0.39
26981,4498,419,0.82
26982,31689,151,0.18
26983,10385,22,0.38
26984,14599,234,0.1
26985,7280,26,0.6
26986,22803,334,0.15
26987,12946,157,0.6
26988,26320,419,0.91
26989,24421,284,0.79
26990,5635,369,0.99
26991,32512,260,0.69
26992,22373,348,0.96
26993,10531,278,0.38
26994,16487,254,0.67
26995,3200,42,0.8
26996,14855,8,0.58
26997,8531,52,0.69
26998,31780,8,0.66
26999,19142,163,0.23
27000,20831,314,0.51
27001,11535,104,0.26
27002,5080,264,0.59
27003,34714,298,0.08
27004,28816,241,0.78
27005,22779,104,0.36
27006,30807,238,0.21
27007,12491,10,0.55
27008,6782,149,0.61
27009,34688,352,0.49
27010,4979,3,0.69
27011,31454,446,0.74
27012,8226,235,0.8
27013,12642,168,0.98
27014,6610,211,0.72
27015,34268,45,0.68
27016,30702,43,0.83
27017,20365,320,0.53
27018,24138,475,0.78
27019,26225,76,0.16
27020,12868,441,0.41
27021,11268,440,0.57
27022,20225,8,0.14
27023,16208,119,0.86
27024,13181,186,0.88
27025,4164,59,0.29
27026,24794,233,0.25
27027,19393,299,0.32
27028,9194,372,0.26
27029,18244,438,0.04
27030,21538,21,0.77
27031,6124,419,0.81
27032,10450,482,0.7
27033,16497,424,0.13
27034,25751,305,0.41
27035,9865,421,0.03
27036,13582,192,0.5
27037,24924,476,0.64
27038,7514,95,0.9
27039,6199,404,0.78
27040,13222,224,0.06
27041,32656,345,0.74
27042,22766,439,0.39
27043,28516,480,0.38
27044,4264,182,0.56
27045,34283,343,0.17
27046,9432,429,0.74
27047,34948,335,0.48
27048,3146,323,0.3
27049,7966,242,0.49
27050,22006,221,0.55
27051,27145,289,0.31
27052,20048,334,0.59
27053,29623,454,0.41
27054,18715,413,0.67
27055,13978,234,0.9
27056,10059,446,0.13
27057,7862,375,0.88
27058,30299,386,0.28
27059,33642,226,0.92
27060,14148,215,0.79
27061,9715,421,0.63
27062,16963,388,0.64
27063,16991,435,0.32
27064,8676,25,0.71
27065,25363,239,0.92
27066,25329,417,0.52
27067,16466,284,0.75
27068,10586,105,0.87
27069,2582,404,0.15
27070,14161,125,0.72
27071,13383,337,0.76
27072,2427,234,0.53
27073,11374,34,0.47
27074,3929,355,0.71
27075,20978,231,0.67
27076,127,479,0.03
27077,6626,208,0.27
27078,26746,400,0.74
27079,29495,397,0.73
27080,11483,252,0.02
27081,5459,451,0.41
27082,2000,283,0.99
27083,13594,30,0.33
27084,23938,468,0.58
27085,18554,109,0.53
27086,9174,495,0.92
27087,16448,139,0.34
27088,6101,128,0.41
27089,16175,134,0.67
27090,3363,486,0.08
27091,33007,194,0.31
27092,5288,321,0.09
27093,3169,177,0.73
27094,17962,27,0.93
27095,1432,173,0.23
27096,18346,48,0.79
27097,20848,72,0.21
27098,11332,40,0.52
27099,29643,411,0.53
27100,19239,239,0.16
27101,9176,25,0.55
27102,11818,462,0.05
27103,29192,316,0.61
27104,23452,7,0.01
27105,651,65,0.1
27106,13360,302,0.77
27107,856,335,0.27
27108,15548,478,0.34
27109,32519,433,0.28
27110,32849,176,0.59
27111,1992,139,0.91
27112,24424,139,0.45
27113,20185,253,0.08
27114,28118,247,0.55
27115,3333,163,0.75
27116,4722,362,0.22
27117,26311,41,0.96
27118,23995,126,0.05
27119,3285,463,0.21
27120,20195,463,0.89
27121,21630,478,0.16
27122,10397,341,0.16
27123,14974,298,0.06
27124,33134,270,0.73
27125,23248,329,0.61
27126,27051,413,0.52
27127,8846,450,0.31
27128,26604,413,0.77
27129,9589,172,0.0
27130,34060,321,0.63
27131,16549,102,0.91
27132,8882,260,0.07
27133,3487,323,0.48
27134,8439,305,0.74
27135,32226,156,0.12
27136,1140,153,0.89
27137,13580,56,0.49
27138,29112,389,0.2
27139,11199,343,0.72
27140,29528,279,0.5
27141,12606,52,0.39
27142,13661,313,0.42
27143,13357,32,0.24
27144,22809,342,0.79
27145,32402,439,0.64
27146,33518,48,0.54
27147,33775,321,0.42
27148,34519,464,0.63
27149,10111,191,0.81
27150,1935,386,0.74
27151,6123,105,0.76
27152,13322,365,0.73
27153,14109,375,0.32
27154,17565,496,0.59
27155,33048,375,0.45
27156,7271,82,0.25
27157,34181,193,0.01
27158,28986,214,0.75
27159,23557,223,0.17
27160,20811,246,0.01
27161,20482,144,0.29
27162,558,302,0.22
27163,29316,323,0.82
27164,32995,319,0.43
27165,2290,240,0.42
27166,30363,432,0.1
27167,4659,146,0.83
27168,14105,290,0.96
27169,32965,247,0.41
27170,11823,382,0.46
27171,25539,63,0.04
27172,10269,348,0.62
27173,11239,257,0.48
27174,1506,138,0.51
27175,18750,275,0.18
27176,12515,174,0.02
27177,18323,467,0.72
27178,20818,491,0.79
27179,5625,332,0.44
27180,14755,256,0.48
27181,3657,232,0.21
27182,3318,201,0.62
27183,25625,271,0.33
27184,24126,395,0.62
27185,3460,260,0.52
27186,9228,291,0.34
27187,33100,233,0.84
27188,33870,392,0.39
27189,2994,414,0.38
27190,26039,126,0.3
27191,33387,218,0.72
27192,7814,49,0.62
27193,23452,444,0.99
27194,32740,409,0.74
27195,30039,62,0.42
27196,30385,140,0.58
27197,24702,403,0.39
27198,937,372,0.95
27199,24106,54,0.54
27200,14018,42,0.55
27201,20396,250,0.78
27202,21297,246,0.08
27203,30901,9,0.99
27204,12974,321,0.46
27205,3712,7,0.23
27206,11377,241,0.96
27207,18922,298,0.62
27208,3812,391,0.29
27209,34065,484,0.07
27210,11758,48,0.23
27211,8724,337,0.84
27212,15653,361,0.11
27213,3627,330,0.83
27214,17426,228,0.92
27215,22335,203,0.11
27216,24276,416,0.8
27217,6006,297,0.96
27218,28795,192,0.33
27219,32687,340,0.22
27220,26661,240,0.8
27221,10552,94,0.14
27222,1522,3,0.12
27223,28359,374,0.59
27224,13640,115,0.26
27225,20122,74,0.58
27226,28139,129,0.71
27227,24033,179,0.23
27228,19790,425,0.05
27229,20089,490,0.45
27230,22092,229,0.44
27231,10577,376,0.04
27232,3881,102,0.29
27233,28634,103,0.6
27234,14322,146,0.93
27235,21029,438,0.31
27236,34048,283,0.08
27237,32758,469,0.99
27238,30770,152,0.43
27239,17038,56,0.56
27240,541,92,0.37
27241,5551,128,0.54
27242,26359,310,0.59
27243,9827,203,0.64
27244,23886,249,0.46
27245,5472,297,0.28
27246,26315,18,0.58
27247,8010,231,0.0
27248,32433,309,0.26
27249,27803,94,0.45
27250,28418,117,0.27
27251,16023,462,0.45
27252,14611,187,0.2
27253,32632,391,0.39
27254,3414,403,0.29
27255,21036,266,0.43
27256,396,411,0.48
27257,12862,44,0.19
27258,20903,165,0.06
27259,14224,104,0.44
27260,3804,220,0.51
27261,8348,133,0.93
27262,2537,323,0.87
27263,14121,293,0.56
27264,31440,167,0.97
27265,23571,306,0.14
27266,7065,101,0.04
27267,9082,444,0.83
27268,29909,134,0.18
27269,5241,106,0.28
27270,7701,373,0.53
27271,18373,436,0.99
27272,24458,454,0.84
27273,924,319,0.77
27274,31001,161,0.86
27275,13301,457,0.49
27276,16104,458,0.27
27277,18173,194,0.5
27278,19071,196,0.18
27279,971,85,0.24
27280,6692,183,0.31
27281,6567,227,0.43
27282,20245,217,0.04
27283,34147,64,0.08
27284,25650,258,0.75
27285,1084,62,0.63
27286,25752,246,0.01
27287,25497,56,0.31
27288,14335,104,0.78
27289,26452,200,0.15
27290,10886,349,0.74
27291,31952,226,0.74
27292,30866,210,0.98
27293,23186,250,0.25
27294,11474,352,0.96
27295,2000,338,0.66
27296,26294,53,0.26
27297,506,6,0.32
27298,28704,311,0.87
27299,33827,445,0.35
27300,6786,344,0.66
27301,21487,325,0.17
27302,30528,474,0.29
27303,10197,312,0.11
27304,9036,75,0.45
27305,31993,55,0.54
27306,34850,115,0.69
27307,18155,239,0.42
27308,17424,179,0.35
27309,14660,338,0.91
27310,10445,386,0.52
27311,5388,262,0.92
27312,3222,24,0.21
27313,20960,427,0.6
27314,18318,402,0.98
27315,28881,365,0.34
27316,7156,431,0.77
27317,30523,18,0.06
27318,6371,27,0.91
27319,23982,16,0.87
27320,3705,295,0.91
27321,9317,209,0.07
27322,10907,366,0.27
27323,17067,141,0.13
27324,32018,88,0.79
27325,19498,428,0.79
27326,17258,28,0.04
27327,2939,497,0.56
27328,9871,349,0.35
27329,4315,390,0.58
27330,32388,212,0.21
27331,30855,105,0.57
27332,28569,246,0.54
27333,7473,479,0.57
27334,10640,86,0.96
27335,10540,390,0.37
27336,17513,471,0.45
27337,9741,128,0.39
27338,15115,220,0.57
27339,6892,147,0.88
27340,10770,197,0.98
27341,18687,444,0.76
27342,6796,202,0.24
27343,8627,387,0.94
27344,33205,99,0.51
27345,17798,303,0.32
27346,8747,192,0.44
27347,8517,314,0.45
27348,34649,478,0.23
27349,1860,478,0.16
27350,17220,177,0.89
27351,33901,357,0.14
27352,24088,146,0.32
27353,698,482,0.36
27354,9414,30,0.27
27355,4156,468,0.78
27356,7738,112,0.59
27357,26642,165,0.3
27358,18664,404,0.32
27359,19597,429,0.82
27360,9255,205,0.57
27361,13887,266,0.22
27362,24639,401,0.51
27363,34992,302,0.67
27364,3158,300,0.75
27365,27968,459,0.93
27366,11939,28,0.19
27367,17500,173,0.48
27368,12480,361,0.13
27369,7176,267,0.79
27370,1973,434,0.97
27371,10064,117,0.94
27372,25959,74,0.18
27373,30808,48,0.92
27374,26950,95,0.48
27375,20878,495,0.8
27376,14487,85,0.89
27377,4234,478,0.47
27378,4822,122,0.41
27379,15972,22,0.23
27380,30990,25,0.59
27381,22841,82,0.96
27382,33775,449,0.87
27383,25146,232,0.27
27384,13448,82,0.08
27385,34341,110,0.63
27386,14727,456,0.35
27387,7296,368,0.24
27388,27731,388,0.6
27389,33986,229,0.56
27390,3698,25,0.93
27391,31636,109,0.04
27392,33890,47,0.42
27393,11800,68,0.18
27394,22907,213,0.19
27395,33021,27,0.34
27396,796,156,0.23
27397,20753,375,0.03
27398,7016,235,0.36
27399,5154,76,0.76
27400,1661,357,0.85
27401,2609,263,0.15
27402,13445,192,0.75
27403,14089,270,0.79
27404,4171,42,0.93
27405,20000,286,0.03
27406,4311,143,0.68
27407,26383,193,0.81
27408,12212,108,0.08
27409,22260,271,0.49
27410,32620,198,0.42
27411,16711,156,0.33
27412,1523,259,0.64
27413,12357,197,0.32
27414,24236,179,0.14
27415,29288,32,0.83
27416,3629,17,0.59
27417,12974,495,0.53
27418,27732,139,0.65
27419,1213,134,0.15
27420,154,82,0.77
27421,10503,458,0.39
27422,17846,413,0.48
27423,22737,150,0.78
27424,25281,155,0.53
27425,30733,431,0.4
27426,27887,280,0.12
27427,12314,60,0.36
27428,20939,398,0.77
27429,30493,286,0.2
27430,7534,314,0.82
27431,20925,275,0.09
27432,5952,385,0.4
27433,14607,229,0.79
27434,8835,480,0.26
27435,11835,388,0.02
27436,26305,429,0.57
27437,23501,479,0.18
27438,31512,434,0.48
27439,28408,11,0.2
27440,12200,244,0.58
27441,23492,492,0.46
27442,17316,272,0.54
27443,12141,9,0.61
27444,31840,247,0.09
27445,30703,286,0.65
27446,8098,11,0.81
27447,24499,183,0.45
27448,12119,296,0.42
27449,26587,496,0.43
27450,7104,436,0.8
27451,24249,132,0.16
27452,24590,280,0.8
27453,12828,453,0.89
27454,9910,309,0.01
27455,11180,67,0.28
27456,21620,350,0.69
27457,33648,319,0.92
27458,24553,130,0.39
27459,30268,61,0.13
27460,20467,299,0.47
27461,17659,81,0.23
27462,27107,292,0.8
27463,34610,82,0.4
27464,1153,22,0.14
27465,26810,193,0.44
27466,33152,323,0.14
27467,16449,77,0.9
27468,28913,372,0.21
27469,18377,474,0.86
27470,30124,46,0.44
27471,16922,438,0.51
27472,18333,72,0.07
27473,19561,125,0.57
27474,10649,444,0.71
27475,5031,18,0.93
27476,19036,146,0.32
27477,25802,256,0.58
27478,5827,346,0.59
27479,26149,153,0.32
27480,18570,366,0.52
27481,9422,294,0.04
27482,8630,180,0.7
27483,9512,326,0.64
27484,21069,121,0.24
27485,23984,422,0.38
27486,6762,127,0.46
27487,3042,204,0.59
27488,7243,243,0.55
27489,32629,389,0.22
27490,22900,62,0.65
27491,13620,176,0.76
27492,3355,356,0.53
27493,19702,193,0.14
27494,11756,445,0.52
27495,5810,18,0.23
27496,23814,204,0.42
27497,32411,317,0.5
27498,20769,176,0.22
27499,1813,482,0.71
27500,3760,267,0.97
27501,438,249,0.09
27502,18794,157,0.35
27503,10500,46,0.67
27504,10197,448,0.69
27505,5864,268,0.32
27506,16656,267,0.91
27507,26656,149,0.28
27508,31322,102,0.31
27509,17033,448,0.69
27510,4734,307,0.39
27511,8599,20,0.12
27512,29018,360,0.83
27513,5757,383,0.12
27514,12346,280,0.57
27515,25373,58,0.33
27516,21269,432,0.13
27517,2974,80,0.24
27518,9255,263,0.55
27519,24697,440,0.23
27520,14521,158,0.51
27521,24065,335,0.95
27522,32872,192,0.76
27523,7996,270,0.99
27524,1178,72,0.67
27525,4366,172,0.98
27526,24301,425,0.99
27527,24317,258,0.91
27528,3483,267,0.65
27529,16504,134,0.85
27530,33953,110,0.27
27531,27049,419,0.37
27532,8376,102,0.42
27533,24349,96,0.38
27534,24194,488,0.79
27535,26695,345,0.39
27536,324,493,0.05
27537,23589,219,0.14
27538,31907,279,0.0
27539,34728,351,0.82
27540,12984,239,0.11
27541,24663,124,0.8
27542,22892,182,0.93
27543,10498,399,0.93
27544,3677,189,0.85
27545,20536,452,0.5
27546,30538,224,0.52
27547,20561,18,0.36
27548,1869,46,0.9
27549,14479,238,0.1
27550,17558,304,0.77
27551,17811,88,0.19
27552,22868,56,0.96
27553,8856,311,0.35
27554,7080,63,0.41
27555,2918,297,0.25
27556,27910,363,0.53
27557,23074,269,0.26
27558,4727,321,0.16
27559,26683,403,0.5
27560,30824,461,0.09
27561,25243,194,0.45
27562,598,299,0.91
27563,6384,83,0.32
27564,1578,286,0.24
27565,24776,334,0.79
27566,12805,233,0.34
27567,22226,338,0.1
27568,13440,240,0.33
27569,6749,245,0.32
27570,25421,429,0.43
27571,6644,105,0.01
27572,18827,382,0.7
27573,24065,234,0.98
27574,11078,86,0.03
27575,9757,367,0.82
27576,24273,148,0.8
27577,33634,7,0.88
27578,21535,188,0.19
27579,12467,450,0.95
27580,11092,2,0.49
27581,17485,295,0.93
27582,4824,82,0.52
27583,31463,404,0.4
27584,7780,295,0.71
27585,603,465,0.96
27586,8166,310,0.39
27587,14669,145,0.17
27588,12507,205,0.5
27589,1394,79,0.62
27590,27648,403,0.25
27591,29890,109,0.77
27592,22576,342,0.81
27593,4091,291,0.49
27594,30528,117,0.83
27595,20697,83,0.52
27596,27533,422,0.68
27597,13613,84,0.84
27598,24571,101,0.66
27599,30895,23,0.75
27600,17640,133,0.26
27601,16827,451,0.87
27602,914,223,0.9
27603,28258,187,0.27
27604,23,37,0.16
27605,14153,310,0.24
27606,8513,424,0.89
27607,30280,213,0.96
27608,26167,229,0.4
27609,12056,491,0.55
27610,24445,499,0.6
27611,14715,368,0.64
27612,24564,369,0.98
27613,17629,284,0.44
27614,6015,203,0.35
27615,31498,179,0.53
27616,19622,306,0.18
27617,22088,242,0.89
27618,34518,297,0.56
27619,5994,204,0.67
27620,31482,489,0.76
27621,25709,185,0.63
27622,5296,140,0.51
27623,23611,133,0.6
27624,33034,194,0.29
27625,17185,9,0.72
27626,27301,457,0.21
27627,1614,379,0.95
27628,16663,271,0.49
27629,2135,13,0.69
27630,18004,435,0.52
27631,5204,57,0.82
27632,4807,497,0.2
27633,23079,346,0.37
27634,5631,395,0.98
27635,20974,199,0.22
27636,26785,68,0.18
27637,26044,91,0.14
27638,20955,2,0.82
27639,7052,470,0.15
27640,25395,465,0.56
27641,2347,477,0.92
27642,22495,156,0.45
27643,664,355,0.84
27644,6005,338,0.22
27645,20128,227,0.47
27646,34937,157,0.41
27647,13296,351,0.51
27648,11528,408,0.94
27649,29907,352,0.58
27650,15859,167,0.89
27651,25686,78,0.39
27652,25661,95,0.44
27653,33407,248,0.3
27654,24306,365,0.68
27655,3216,308,0.66
27656,20564,225,0.53
