investment_event_id,region_id,predicted_budget,roi_prediction
32781,24940,93214.35,0.56
32782,25917,460474.53,0.55
32783,11585,248066.25,0.43
32784,9367,91605.43,0.64
32785,16539,196503.41,0.62
32786,6297,276844.47,0.22
32787,15110,417449.77,0.74
32788,6133,30400.27,0.19
32789,4187,364390.37,0.35
32790,17871,292480.64,0.41
32791,7194,413296.23,0.19
32792,32061,298231.06,0.72
32793,19324,275877.47,0.37
32794,29158,305650.91,0.56
32795,7479,103904.55,0.64
32796,14481,356245.4,0.32
32797,3537,86504.37,0.39
32798,23452,217569.44,0.68
32799,33070,399804.09,0.72
32800,10916,90924.43,0.86
32801,10668,212968.24,0.74
32802,1771,188040.5,0.44
32803,25237,404397.93,0.26
32804,23031,268267.82,0.49
32805,26397,118058.41,0.71
32806,10375,348610.19,0.49
32807,12955,166243.73,0.72
32808,8220,489422.68,0.23
32809,27923,61601.41,0.28
32810,23739,367323.34,0.53
32811,3772,461593.45,0.57
32812,7638,29298.38,0.27
32813,18438,85038.38,0.32
32814,19227,465479.1,0.41
32815,18520,410820.89,0.84
32816,32296,243923.04,0.73
32817,7665,246946.43,0.47
32818,26299,224521.58,0.44
32819,22941,394090.06,0.63
32820,28298,435253.19,0.25
32821,9460,151923.58,0.26
32822,14988,313665.48,0.51
32823,12745,365813.74,0.62
32824,28180,425092.75,0.28
32825,24993,483489.55,0.6
32826,21824,325197.05,0.55
32827,13071,145704.32,0.77
32828,32637,295997.08,0.36
32829,24961,402282.14,0.13
32830,22739,43432.74,0.64
32831,34142,294750.19,0.77
32832,10145,386083.47,0.42
32833,2723,314908.87,0.22
32834,4211,362788.18,0.57
32835,33399,190833.38,0.87
32836,11303,323984.06,0.65
32837,18640,362681.29,0.61
32838,25518,115231.22,0.1
32839,24492,498604.86,0.21
32840,17883,121640.66,0.33
32841,20891,269679.77,0.77
32842,15909,177182.09,0.82
32843,11103,445482.68,0.86
32844,31243,430083.84,0.82
32845,34367,391163.16,0.58
32846,28686,270678.4,0.34
32847,10723,380797.0,0.84
32848,20482,155201.07,0.72
32849,12601,470037.32,0.25
32850,12437,486806.79,0.66
32851,1938,448336.09,0.73
32852,8333,403401.75,0.3
32853,29813,15401.54,0.7
32854,8127,475291.11,0.75
32855,2809,435006.89,0.48
32856,9805,450080.45,0.1
32857,12405,445244.5,0.3
32858,5224,173935.32,0.84
32859,26232,151489.7,0.61
32860,5811,278066.62,0.89
32861,25382,407540.39,0.81
32862,10431,328860.42,0.53
32863,19203,291169.6,0.72
32864,19245,427269.45,0.23
32865,14454,229384.74,0.41
32866,5466,141811.8,0.44
32867,6624,372681.47,0.59
32868,28374,379186.12,0.55
32869,11085,169123.82,0.29
32870,12540,178388.1,0.48
32871,24705,400029.12,0.65
32872,27776,442290.12,0.11
32873,8993,48428.61,0.89
32874,2541,238582.22,0.51
32875,4085,311890.13,0.23
32876,11061,269392.39,0.64
32877,8104,369333.74,0.17
32878,18771,445619.75,0.21
32879,26264,423717.08,0.76
32880,8864,440688.65,0.38
32881,27449,251060.96,0.83
32882,1169,454912.12,0.53
32883,24019,55612.86,0.44
32884,19116,236999.09,0.8
32885,26947,335536.9,0.69
32886,8060,459619.09,0.54
32887,24343,265180.12,0.26
32888,22679,148873.86,0.4
32889,26267,396578.11,0.7
32890,23511,223078.52,0.37
32891,9805,257227.62,0.51
32892,16375,418981.21,0.19
32893,13887,496064.02,0.53
32894,2070,14552.65,0.63
32895,12417,16767.97,0.13
32896,6261,189482.79,0.71
32897,2577,191581.56,0.79
32898,34165,416013.19,0.83
32899,24898,339298.8,0.77
32900,13789,191799.25,0.4
32901,25743,50830.49,0.43
32902,18268,331796.93,0.7
32903,26320,268330.28,0.37
32904,29865,445373.66,0.48
32905,31450,171629.84,0.87
32906,6961,497136.02,0.28
32907,20275,281305.02,0.57
32908,30514,258360.36,0.58
32909,1431,475901.13,0.79
32910,23599,139631.41,0.73
32911,1862,323705.39,0.68
32912,23812,225225.52,0.46
32913,14130,394268.37,0.13
32914,8016,357381.06,0.84
32915,14497,411889.46,0.44
32916,24684,388181.53,0.15
32917,11797,362109.69,0.68
32918,22690,345598.96,0.36
32919,4198,375772.14,0.4
32920,15237,300665.41,0.42
32921,28882,456403.7,0.48
32922,25063,280401.45,0.72
32923,15608,428003.16,0.42
32924,19967,86862.01,0.72
32925,20852,219352.29,0.76
32926,29107,404684.24,0.61
32927,30553,105915.9,0.55
32928,19397,40816.8,0.16
32929,2064,17385.14,0.27
32930,17452,24675.4,0.56
32931,32459,51525.09,0.22
32932,16686,151736.68,0.81
32933,4006,223057.91,0.87
32934,216,360698.55,0.62
32935,4538,440273.62,0.43
32936,25399,465556.49,0.58
32937,33366,194289.71,0.4
32938,3406,351659.56,0.81
32939,14587,490966.26,0.77
32940,17004,195770.7,0.6
32941,32443,140727.17,0.84
32942,8032,141359.49,0.83
32943,21089,315798.57,0.69
32944,28543,124178.94,0.54
32945,30542,84630.66,0.41
32946,17625,405506.25,0.69
32947,24113,367347.55,0.58
32948,5600,423291.96,0.87
32949,16189,354957.29,0.27
32950,18906,296252.91,0.31
32951,23839,402225.7,0.34
32952,13520,198940.97,0.87
32953,27415,135657.66,0.73
32954,21969,363640.76,0.26
32955,1603,270998.22,0.11
32956,4052,321109.63,0.41
32957,26562,86310.69,0.82
32958,11974,189329.39,0.53
32959,20300,24412.73,0.65
32960,21911,488267.9,0.1
32961,10971,74973.58,0.5
32962,12752,187974.93,0.12
32963,20202,273269.52,0.49
32964,27516,75343.19,0.64
32965,31919,41726.63,0.3
32966,21210,247812.31,0.66
32967,29746,24593.64,0.69
32968,25874,149121.14,0.21
32969,3896,498321.09,0.9
32970,24192,482443.14,0.12
32971,20923,353485.85,0.66
32972,8102,394956.26,0.87
32973,5087,444181.69,0.67
32974,20423,63857.52,0.12
32975,26884,237429.22,0.6
32976,1351,292120.29,0.72
32977,10723,419603.37,0.54
32978,4997,43860.56,0.4
32979,19407,152898.24,0.76
32980,7443,416358.92,0.38
32981,26997,104304.98,0.17
32982,6750,328491.9,0.64
32983,17032,90420.08,0.57
32984,5727,493915.26,0.76
32985,10571,264612.01,0.68
32986,25884,458384.23,0.13
32987,8367,295021.27,0.37
32988,25944,92300.16,0.77
32989,31346,295021.73,0.26
32990,19905,92342.6,0.25
32991,8273,166925.69,0.11
32992,29535,373073.45,0.54
32993,34723,376772.37,0.61
32994,8032,424881.78,0.13
32995,27527,107847.72,0.31
32996,24468,176125.5,0.44
32997,27564,130456.2,0.68
32998,33258,118368.01,0.84
32999,26139,430124.85,0.78
33000,2793,86567.57,0.24
33001,21856,164175.69,0.19
33002,8637,221420.08,0.51
33003,20957,101869.75,0.31
33004,17113,297000.19,0.53
33005,3619,34728.62,0.35
33006,29623,66948.23,0.6
33007,28386,108435.76,0.56
33008,27427,37711.19,0.17
33009,17080,393122.45,0.35
33010,12178,247851.47,0.58
33011,9459,82911.72,0.7
33012,11004,229947.95,0.56
33013,28089,147711.48,0.16
33014,19137,461474.56,0.24
33015,27514,28762.76,0.55
33016,4234,272961.02,0.61
33017,7337,204309.06,0.36
33018,29540,167413.12,0.58
33019,24352,276409.39,0.65
33020,18980,409002.15,0.79
33021,16019,144574.25,0.34
33022,27935,302148.68,0.49
33023,8865,406741.87,0.77
33024,11669,468721.37,0.58
33025,8175,355917.78,0.2
33026,14799,339130.48,0.37
33027,30639,129182.38,0.56
33028,6036,74906.89,0.59
33029,30142,479733.77,0.49
33030,27372,377972.34,0.32
33031,5172,198717.71,0.69
33032,5829,431956.82,0.63
33033,23814,485883.67,0.6
33034,17081,154411.66,0.73
33035,6294,301058.46,0.71
33036,6160,353334.92,0.78
33037,5435,258934.69,0.32
33038,19698,221847.99,0.52
33039,20951,122111.76,0.73
33040,20846,397330.23,0.56
33041,29749,149602.13,0.51
33042,3418,373668.17,0.65
33043,221,16132.41,0.57
33044,33399,228092.51,0.38
33045,3000,444802.37,0.42
33046,13378,106005.22,0.83
33047,15607,435317.4,0.62
33048,30681,188855.58,0.45
33049,29231,150681.78,0.28
33050,26090,477564.24,0.28
33051,17305,62765.45,0.69
33052,31376,98986.85,0.66
33053,33554,143650.42,0.13
33054,22284,163905.29,0.79
33055,4269,363272.77,0.27
33056,4832,244579.74,0.19
33057,24119,120092.39,0.78
33058,13774,116889.42,0.12
33059,4139,233486.14,0.69
33060,1090,264294.85,0.24
33061,6049,179773.34,0.5
33062,33492,417098.89,0.62
33063,25564,310768.66,0.46
33064,17098,298927.27,0.65
33065,23860,55294.24,0.33
33066,8900,137887.41,0.56
33067,9093,399225.04,0.79
33068,5528,73557.09,0.89
33069,11590,304473.33,0.68
33070,21402,437492.49,0.77
33071,2694,355826.97,0.59
33072,12387,169849.82,0.23
33073,26312,63060.15,0.11
33074,30592,316449.97,0.28
33075,21861,123692.73,0.13
33076,9721,179772.59,0.32
33077,9113,476171.39,0.36
33078,20226,56832.54,0.87
33079,29237,446875.55,0.18
33080,11454,31150.59,0.9
33081,728,350685.2,0.32
33082,2805,450164.78,0.42
33083,16718,68255.6,0.76
33084,13482,312987.59,0.63
33085,1680,234312.32,0.64
33086,26875,359508.02,0.14
33087,28110,387582.82,0.29
33088,30577,120481.99,0.78
33089,2282,286658.49,0.27
33090,2382,100395.02,0.3
33091,27749,188482.47,0.25
33092,15828,222578.31,0.84
33093,11457,29679.45,0.43
33094,22734,180658.69,0.5
33095,9309,204318.63,0.63
33096,9656,81346.07,0.34
33097,7963,126699.38,0.32
33098,22428,259178.54,0.14
33099,1362,355247.83,0.48
33100,8221,76916.39,0.77
33101,25192,297075.36,0.84
33102,26522,42713.3,0.59
33103,22412,199896.98,0.2
33104,19696,300706.44,0.25
33105,12768,492164.73,0.76
33106,18882,286534.75,0.29
33107,12816,289850.64,0.81
33108,18598,174420.57,0.57
33109,31738,189011.24,0.38
33110,12811,426296.57,0.84
33111,4385,244413.56,0.59
33112,13552,22827.13,0.79
33113,7716,383050.9,0.44
33114,11749,384541.25,0.6
33115,31460,311112.71,0.2
33116,19507,156626.41,0.56
33117,22301,403568.88,0.57
33118,24847,245733.34,0.35
33119,28056,215999.58,0.75
33120,11622,462053.64,0.45
33121,3432,288453.88,0.43
33122,13391,26794.24,0.82
33123,18973,193446.62,0.2
33124,16308,211168.87,0.77
33125,15314,179778.53,0.64
33126,5925,454891.25,0.28
33127,27507,116257.8,0.2
33128,27350,215208.83,0.12
33129,985,394962.91,0.2
33130,19060,454129.01,0.57
33131,2431,265784.31,0.38
33132,1856,444754.72,0.32
33133,32572,135861.28,0.74
33134,10537,105481.83,0.45
33135,4735,235704.6,0.21
33136,15005,213836.15,0.31
33137,20043,170385.21,0.89
33138,28584,300163.98,0.66
33139,3211,321949.08,0.87
33140,29510,342347.5,0.58
33141,26684,184988.63,0.66
33142,29979,310011.92,0.12
33143,32016,397808.62,0.7
33144,14770,309736.49,0.55
33145,20274,477571.53,0.77
33146,10267,163161.26,0.37
33147,28240,376504.0,0.11
33148,2297,158757.39,0.7
33149,10433,46452.14,0.34
33150,16786,388689.46,0.8
33151,14933,359360.75,0.33
33152,6563,149335.41,0.87
33153,18395,298171.99,0.76
33154,48,105224.5,0.67
33155,7232,209622.17,0.55
33156,31775,215302.19,0.13
33157,34708,51220.34,0.13
33158,29676,242532.18,0.44
33159,6708,134844.84,0.3
33160,10692,257152.05,0.17
33161,24748,370025.12,0.26
33162,18936,259028.11,0.6
33163,1296,434529.8,0.45
33164,5063,195622.62,0.34
33165,32204,134918.26,0.86
33166,27601,406496.47,0.56
33167,14504,245800.68,0.48
33168,23241,333058.69,0.39
33169,20237,80140.83,0.54
33170,33163,493565.49,0.78
33171,32247,139238.12,0.19
33172,27178,167970.75,0.42
33173,3001,114336.06,0.71
33174,18360,435058.39,0.2
33175,24386,450503.62,0.44
33176,16787,391009.26,0.11
33177,32604,429560.78,0.64
33178,13385,425078.85,0.61
33179,23807,368131.31,0.4
33180,1233,422043.33,0.25
33181,18940,91937.53,0.51
33182,29987,429582.12,0.81
33183,47,90912.91,0.19
33184,30563,343459.79,0.57
33185,1218,350361.17,0.51
33186,27050,143806.0,0.51
33187,33966,364839.53,0.3
33188,13520,316777.93,0.13
33189,21859,218950.15,0.75
33190,19845,24527.7,0.45
33191,14357,178360.69,0.18
33192,28274,455238.77,0.73
33193,16337,361033.76,0.34
33194,30651,236519.86,0.42
33195,27451,399040.65,0.81
33196,26475,220583.04,0.75
33197,29770,373798.55,0.74
33198,3084,205692.8,0.75
33199,18583,212944.3,0.2
33200,23887,255572.27,0.85
33201,26801,340471.99,0.63
33202,7087,76603.26,0.16
33203,26610,324250.97,0.4
33204,27981,400742.42,0.73
33205,14748,198170.35,0.72
33206,33085,493691.51,0.67
33207,28087,85272.53,0.38
33208,11558,89182.66,0.35
33209,31890,431019.01,0.9
33210,1477,32949.57,0.52
33211,34883,350184.92,0.28
33212,28738,368568.31,0.36
33213,1325,239866.67,0.46
33214,23992,188490.59,0.6
33215,22557,366255.9,0.65
33216,1301,429497.2,0.53
33217,422,76342.97,0.17
33218,9006,348152.78,0.29
33219,30771,35199.86,0.8
33220,18635,434588.19,0.61
33221,24829,310004.05,0.22
33222,26219,390800.57,0.74
33223,4044,33714.75,0.14
33224,31660,33741.82,0.41
33225,3742,302963.51,0.87
33226,19312,426693.93,0.22
33227,7770,108231.39,0.35
33228,6617,77036.14,0.38
33229,24232,368003.51,0.56
33230,6333,160011.24,0.86
33231,15211,38589.37,0.65
33232,33667,149666.39,0.81
33233,14924,440699.42,0.77
33234,2866,179810.96,0.22
33235,5174,340307.07,0.15
33236,28874,150865.52,0.25
33237,28548,409883.39,0.71
33238,15373,367864.61,0.68
33239,22302,52210.15,0.43
33240,1058,93196.24,0.61
33241,304,260937.3,0.54
33242,7492,101659.12,0.46
33243,5704,69834.42,0.27
33244,21641,104188.5,0.37
33245,1633,419128.13,0.41
33246,26263,315872.83,0.82
33247,27603,331170.77,0.28
33248,20245,371072.86,0.73
33249,13263,460512.3,0.63
33250,20481,132855.96,0.42
33251,15022,326495.73,0.2
33252,30621,160390.77,0.69
33253,15741,183827.02,0.29
33254,7932,197298.43,0.58
33255,28588,400441.41,0.64
33256,8268,48033.78,0.42
33257,6945,304827.25,0.47
33258,24456,143578.02,0.41
33259,9551,300590.48,0.47
33260,20368,366900.43,0.38
33261,18217,33859.39,0.51
33262,26228,348185.78,0.89
33263,1292,463179.36,0.77
33264,31389,456634.08,0.63
33265,21019,215837.9,0.35
33266,16840,370442.06,0.27
33267,16515,283085.02,0.46
33268,16572,122540.66,0.63
33269,21980,44886.69,0.76
33270,17794,355906.17,0.48
33271,23102,155447.52,0.76
33272,6256,426624.45,0.46
33273,6315,14107.69,0.15
33274,15174,461062.99,0.3
33275,1553,18889.13,0.16
33276,12060,11080.85,0.8
33277,10083,149991.79,0.68
33278,14050,238106.75,0.47
33279,10627,152062.64,0.12
33280,10482,122344.96,0.37
33281,27864,118663.13,0.74
33282,31705,286841.29,0.42
33283,4146,498932.98,0.42
33284,326,258120.57,0.34
33285,8239,380929.54,0.52
33286,11491,328507.97,0.64
33287,18015,453317.85,0.59
33288,8238,346048.45,0.22
33289,5423,388910.17,0.16
33290,4172,336163.81,0.64
33291,27353,117693.87,0.24
33292,23921,256021.84,0.73
33293,16615,213708.96,0.36
33294,31449,431258.58,0.45
33295,34440,320982.94,0.42
33296,15021,30332.14,0.89
33297,6456,470845.63,0.78
33298,18783,271115.0,0.5
33299,27368,235041.59,0.74
33300,23029,196647.8,0.61
33301,18837,46785.74,0.26
33302,22489,238735.75,0.88
33303,17117,150992.12,0.64
33304,20564,442892.37,0.16
33305,12564,385647.64,0.54
33306,14723,333524.11,0.28
33307,4063,117542.55,0.59
33308,27504,83163.79,0.58
33309,3254,285656.53,0.22
33310,18452,490446.87,0.69
33311,24555,400770.34,0.27
33312,8594,46484.83,0.62
33313,34041,105788.88,0.3
33314,17587,493733.44,0.13
33315,12752,95495.43,0.6
33316,29664,40027.87,0.28
33317,7343,98035.85,0.54
33318,6603,201054.12,0.56
33319,20414,308524.18,0.15
33320,12946,159288.77,0.72
33321,8966,362395.11,0.63
33322,29722,385379.55,0.24
33323,27768,168395.75,0.8
33324,32676,313584.65,0.16
33325,34497,439620.84,0.56
33326,33388,428634.73,0.57
33327,30973,140161.45,0.27
33328,14027,420639.63,0.11
33329,28191,161750.19,0.1
33330,4501,201665.76,0.34
33331,7242,498202.57,0.78
33332,12138,278023.31,0.28
33333,7432,64187.37,0.81
33334,5042,439596.88,0.68
33335,13661,79748.84,0.57
33336,34751,409497.44,0.67
33337,1352,349095.44,0.38
33338,825,14403.65,0.74
33339,26889,166835.11,0.23
33340,12267,275836.79,0.83
33341,7244,236823.86,0.26
33342,14452,476471.34,0.73
33343,12656,22609.94,0.9
33344,14649,78234.76,0.54
33345,27779,389307.7,0.78
33346,32940,368667.13,0.39
33347,14215,451329.65,0.67
33348,6686,482035.43,0.63
33349,20987,197344.58,0.27
33350,25508,126035.83,0.12
33351,2858,35139.43,0.74
33352,21040,89414.49,0.74
33353,32516,238089.42,0.66
33354,16570,335876.71,0.45
33355,16317,212379.14,0.11
33356,29379,309569.22,0.14
33357,23958,356632.78,0.86
33358,31162,281636.6,0.59
33359,17833,297047.51,0.35
33360,3189,179617.34,0.41
33361,28549,363807.68,0.61
33362,16712,54351.05,0.54
33363,32823,21306.19,0.48
33364,30062,454304.17,0.72
33365,12604,266612.71,0.11
33366,7245,228879.47,0.51
33367,4815,414423.03,0.61
33368,34860,354095.07,0.8
33369,15326,249022.42,0.35
33370,5414,268486.57,0.62
33371,29067,118678.68,0.63
33372,15872,94424.34,0.39
33373,34837,323232.95,0.79
33374,19707,203340.53,0.25
33375,24280,54499.4,0.53
33376,29463,432257.7,0.63
33377,21709,45681.86,0.34
33378,6720,68239.83,0.88
33379,26145,240597.87,0.77
33380,34590,117426.1,0.57
33381,6566,192302.15,0.2
33382,15257,178482.35,0.49
33383,5547,472572.78,0.11
33384,6047,432522.96,0.14
33385,4742,22499.17,0.88
33386,27398,248737.6,0.6
33387,25270,192314.17,0.79
33388,22863,464618.76,0.18
33389,15668,393690.43,0.65
33390,24912,408067.68,0.53
33391,16812,16947.41,0.64
33392,27247,479865.5,0.89
33393,10137,183978.89,0.46
33394,6231,197052.63,0.35
33395,25216,483147.18,0.19
33396,17272,192046.99,0.62
33397,30586,68619.06,0.48
33398,16632,253604.58,0.74
33399,24563,196287.32,0.13
33400,24786,431896.07,0.9
33401,531,482268.9,0.65
33402,5732,77776.61,0.85
33403,14550,232940.67,0.79
33404,34020,433540.67,0.71
33405,30765,384869.48,0.47
33406,8186,91692.99,0.44
33407,434,269088.79,0.66
33408,29214,235216.32,0.52
33409,16372,418662.87,0.23
33410,3687,390155.67,0.11
33411,11736,143284.35,0.24
33412,4514,310640.48,0.19
33413,33628,359355.24,0.55
33414,15352,44611.99,0.5
33415,11779,212140.49,0.56
33416,8776,366767.21,0.83
33417,29268,20273.73,0.16
33418,7410,314240.96,0.74
33419,5243,259771.05,0.88
33420,602,203715.26,0.45
33421,9948,459300.84,0.55
33422,33919,448544.57,0.4
33423,1199,105463.92,0.56
33424,11150,346408.76,0.64
33425,9422,479361.41,0.83
33426,22439,105211.97,0.78
33427,16114,360105.08,0.8
33428,9292,199830.45,0.68
33429,28051,423539.35,0.55
33430,27720,421063.89,0.19
33431,5826,139056.59,0.19
33432,22597,436522.96,0.16
33433,15066,221029.52,0.53
33434,28223,104294.82,0.11
33435,26144,277613.9,0.86
33436,32795,451339.35,0.35
33437,21374,270401.75,0.18
33438,21568,413138.87,0.49
33439,10110,394027.35,0.3
33440,33374,301686.44,0.36
33441,29176,71008.64,0.79
33442,10954,122766.75,0.87
33443,11808,97165.05,0.59
33444,14095,280600.13,0.6
33445,33870,64203.29,0.41
33446,31303,29114.67,0.53
33447,29518,404439.64,0.6
33448,20918,396260.28,0.33
33449,19629,243676.37,0.2
33450,23914,237912.11,0.45
33451,6027,218634.52,0.6
33452,31136,497942.8,0.8
33453,33748,406171.45,0.19
33454,15115,42953.55,0.71
33455,32423,493285.89,0.33
33456,23745,227850.52,0.79
33457,4810,242659.99,0.71
33458,28397,346680.21,0.41
33459,25887,297077.99,0.34
33460,16137,483672.24,0.9
33461,34299,481289.71,0.63
33462,7463,79053.58,0.46
33463,13631,309136.7,0.27
33464,34777,499504.1,0.88
33465,20714,244868.35,0.86
33466,4851,461494.87,0.89
33467,5590,334382.33,0.46
33468,15814,462241.03,0.74
33469,13579,499354.22,0.64
33470,5547,376820.76,0.31
33471,7194,75238.64,0.63
33472,17975,199061.54,0.44
33473,21263,232129.66,0.19
33474,10245,460345.7,0.87
33475,8864,421465.49,0.12
33476,6777,100121.85,0.11
33477,199,428048.65,0.66
33478,13175,383130.49,0.61
33479,34858,199638.46,0.42
33480,25549,68223.42,0.41
33481,14883,54965.02,0.37
33482,11709,289220.93,0.35
33483,119,233432.75,0.4
33484,5192,164964.29,0.76
33485,10389,366123.73,0.58
33486,9252,429919.45,0.25
33487,29476,304437.85,0.47
33488,17293,217210.79,0.85
33489,13703,494192.96,0.47
33490,18301,15820.91,0.62
33491,11257,130010.21,0.89
33492,9743,257770.83,0.63
33493,3392,121003.85,0.64
33494,33626,433318.29,0.44
33495,20289,338659.95,0.81
33496,25315,380080.6,0.23
33497,14294,125760.18,0.48
33498,27009,277246.64,0.82
33499,19722,67987.97,0.6
33500,31085,312459.15,0.55
33501,6578,224291.68,0.88
33502,10711,19403.89,0.17
33503,16221,132440.75,0.71
33504,17788,126686.37,0.58
33505,3076,291575.0,0.78
33506,2350,460979.97,0.51
33507,34354,82435.55,0.43
33508,27225,463047.93,0.36
33509,850,406477.45,0.9
33510,5903,446994.33,0.63
33511,27129,465249.29,0.68
33512,18812,158042.15,0.8
33513,21185,486607.54,0.58
33514,20747,469143.67,0.36
33515,4156,106294.91,0.22
33516,21286,479006.49,0.68
33517,28748,49153.81,0.25
33518,32340,126807.76,0.88
33519,1827,78211.34,0.84
33520,21179,39445.83,0.35
33521,22892,389024.41,0.44
33522,14734,201900.2,0.88
33523,15352,75884.15,0.17
33524,30434,84982.14,0.15
33525,13677,474981.53,0.88
33526,13202,247621.35,0.6
33527,33583,250279.76,0.23
33528,2717,476953.41,0.81
33529,34250,318815.77,0.32
33530,27554,180114.96,0.12
33531,26799,118265.78,0.5
33532,15425,392224.38,0.56
33533,4795,418644.13,0.8
33534,769,392968.43,0.4
33535,18770,355361.09,0.11
33536,3445,400637.6,0.83
33537,10866,200532.58,0.88
33538,14248,268107.26,0.32
33539,7138,143341.57,0.48
33540,13243,112638.54,0.69
33541,21405,468721.07,0.51
33542,1336,390481.79,0.44
33543,29250,377252.8,0.39
33544,3991,260636.71,0.21
33545,5304,140303.27,0.88
33546,1091,277249.98,0.34
33547,29620,91920.84,0.2
33548,15619,254075.83,0.78
33549,18400,279955.01,0.37
33550,16992,123250.27,0.26
33551,9267,425491.72,0.39
33552,27851,448518.46,0.26
33553,7268,240575.87,0.52
33554,25204,132384.87,0.22
33555,27874,40666.36,0.86
33556,13378,46695.61,0.32
33557,2096,273027.72,0.44
33558,24592,122877.96,0.74
33559,19225,496622.79,0.16
33560,13129,189610.72,0.25
33561,23550,152751.11,0.66
33562,27463,210380.58,0.47
33563,21581,205283.95,0.54
33564,30265,195524.75,0.54
33565,26088,492777.13,0.59
33566,25143,473570.95,0.34
33567,33436,73646.01,0.43
33568,13739,24262.33,0.2
33569,4952,491401.28,0.59
33570,22452,356300.74,0.33
33571,31193,478780.81,0.55
33572,24720,445902.26,0.59
33573,30284,471673.68,0.31
33574,4948,264327.91,0.69
33575,13459,363324.67,0.32
33576,21484,208926.24,0.22
33577,23123,250986.19,0.17
33578,312,83175.1,0.61
33579,31135,470785.57,0.19
33580,11913,268541.62,0.37
33581,2870,106597.15,0.52
33582,30499,304410.54,0.43
33583,15284,167481.65,0.32
33584,12755,201026.7,0.79
33585,773,19084.57,0.29
33586,8893,256577.52,0.24
33587,3629,71128.88,0.22
33588,16306,431495.19,0.38
33589,13815,316899.44,0.75
33590,11226,95578.45,0.45
33591,9795,369917.09,0.47
33592,9766,219491.4,0.24
33593,22801,90764.91,0.71
33594,30872,248550.55,0.8
33595,34043,490347.52,0.32
33596,32201,257401.85,0.39
33597,25718,80434.59,0.13
33598,20282,54356.2,0.47
33599,5602,140710.31,0.21
33600,2604,363504.71,0.87
33601,24401,51412.75,0.51
33602,11610,386321.22,0.7
33603,29356,199077.49,0.15
33604,16494,61768.14,0.76
33605,7367,465201.56,0.89
33606,7636,227701.75,0.23
33607,21107,188826.17,0.43
33608,25425,17020.59,0.58
33609,14167,467846.22,0.27
33610,19908,138763.15,0.89
33611,3066,212220.14,0.8
33612,29491,210438.9,0.49
33613,22018,366509.91,0.66
33614,24430,443162.23,0.49
33615,24035,217173.86,0.69
33616,8390,397173.52,0.32
33617,7655,164900.24,0.35
33618,17492,435260.18,0.78
33619,22961,203698.62,0.86
33620,31034,432429.92,0.51
33621,16414,397967.1,0.84
33622,28923,184057.13,0.47
33623,24743,404881.7,0.17
33624,25372,486474.88,0.51
33625,4076,142845.41,0.88
33626,27558,97211.42,0.75
33627,3209,51533.48,0.59
33628,1258,42468.02,0.77
33629,23953,163918.44,0.81
33630,15205,412445.46,0.84
33631,33596,208994.96,0.34
33632,4703,343783.12,0.66
33633,23213,139933.93,0.58
33634,30709,70734.59,0.81
33635,33910,231257.24,0.85
33636,24233,34866.47,0.46
33637,7955,118306.03,0.46
33638,6456,368054.15,0.55
33639,31793,198301.68,0.24
33640,30124,407042.7,0.57
33641,10643,178447.36,0.61
33642,24214,215649.34,0.65
33643,7759,484629.59,0.27
33644,11465,450898.8,0.16
33645,12782,138266.6,0.88
33646,27277,177362.28,0.75
33647,2814,451470.67,0.11
33648,26612,65054.93,0.33
33649,1495,246562.76,0.61
33650,26054,190196.89,0.77
33651,13511,296177.67,0.4
33652,23557,49728.6,0.76
33653,21940,320490.93,0.34
33654,27177,124901.86,0.35
33655,11810,328488.44,0.38
33656,26946,316172.91,0.7
33657,25731,400627.41,0.25
33658,3961,61566.68,0.68
33659,21367,113731.15,0.47
33660,32206,113294.31,0.13
33661,19575,463477.68,0.61
33662,10295,186413.76,0.64
33663,14059,321263.29,0.54
33664,2126,351076.6,0.6
33665,4021,114905.39,0.73
33666,16098,349699.35,0.11
33667,14149,116002.67,0.17
33668,12586,172431.44,0.66
33669,28404,213038.17,0.65
33670,34601,303143.76,0.73
33671,22279,271218.77,0.24
33672,23315,94687.2,0.28
33673,11274,320694.2,0.28
33674,32999,154988.11,0.45
33675,12229,389818.79,0.53
33676,1554,85169.41,0.39
33677,32691,188557.57,0.87
33678,15710,127942.35,0.56
33679,26623,347931.88,0.34
33680,18187,166451.74,0.71
33681,8403,124974.44,0.34
33682,20949,147289.92,0.18
33683,14184,304784.07,0.64
33684,30119,226677.7,0.6
33685,813,152618.39,0.65
33686,20104,304118.21,0.84
33687,16626,252414.95,0.37
33688,21478,498808.9,0.16
33689,2923,306503.87,0.59
33690,30399,445637.33,0.37
33691,32909,298511.48,0.64
33692,15080,152112.17,0.12
33693,34283,17340.63,0.41
33694,1146,195109.56,0.77
33695,22159,271335.82,0.86
33696,25441,481483.97,0.2
33697,6615,455223.65,0.86
33698,30753,286825.84,0.82
33699,6774,26266.07,0.24
33700,34286,343868.5,0.39
33701,8449,32270.36,0.3
33702,31947,25459.82,0.49
33703,28008,473734.22,0.39
33704,9883,309973.43,0.59
33705,13638,336244.65,0.25
33706,12786,376332.0,0.31
33707,11589,193591.42,0.3
33708,23552,493778.13,0.32
33709,19391,91455.99,0.37
33710,26733,416885.46,0.74
33711,18555,30985.98,0.79
33712,1617,334310.04,0.64
33713,15275,250168.8,0.8
